"sublistid","tom","listnum","adate","datetext","alistid","sublistnum","sublisttitle","geography","kat1","kat2","kat3","kat1count","kat2count","kat3count","grif","kind","podp_fin","podp_pb","podp_stalin","podp_molotov","podp_kaganovic","podp_voroshilov","podp_mikoyan","podp_jdanov","podp_ejov","simple"
"305","9","8","0000-00-00","10.VI.38г.","162","2","г.Свердловск-ж.д.им.Кагановича","","1","1","0","41","13","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","0"
"306","9","28","0000-00-00","10.VI.38г.","182","1","Москва-Центр","","1","1","0","156","3","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","0"
"307","9","28","0000-00-00","10.VI.38г.","182","2","г.Москва-ж.д.им.Дзержинского","","1","1","0","8","1","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","0"
"308","9","28","0000-00-00","10.VI.38г.","182","3","г.Калуга - Московско-Киевская ж.д.","","1","1","0","4","10","0","","0","Шапиро (нач. 8 отд. ГУГБ НКВД ст.майор ГБ)","Сталин,Молотов","1","1","1","1","1","1","1","0"
"309","10","2","0000-00-00","12 сентября 1938г.","193","1","Азербайджанская ССР","","0","1","0","0","2","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"310","10","2","0000-00-00","12 сентября 1938г.","193","2","Калмыцкая АССР","","1","1","0","1","2","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"311","10","2","0000-00-00","12 сентября 1938г.","193","3","Коми АССР","","1","0","0","2","0","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"312","10","2","0000-00-00","12 сентября 1938г.","193","4","Мордовская АССР","","1","1","0","6","2","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"313","10","2","0000-00-00","12 сентября 1938г.","193","5","Рязанская область","","1","0","0","2","0","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"314","10","2","0000-00-00","12 сентября 1938г.","193","6","Таджикская ССР","","1","1","0","1","1","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"315","10","2","0000-00-00","12 сентября 1938г.","193","7","г.Тбилиси-Закавказская ж.д.","","1","1","0","1","1","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"316","10","2","0000-00-00","12 сентября 1938г.","193","8","г.Ржев-Калининская ж.д.","","1","1","0","3","1","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"317","10","2","0000-00-00","12 сентября 1938г.","193","9","г.Куйбышев-Куйбышев.ж.д.","","0","1","0","0","1","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"318","10","3","0000-00-00","12 сентября 1938г.","194","1","Ярославская область","","1","1","0","182","51","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"319","10","3","0000-00-00","12 сентября 1938г.","194","2","Гор.Ярославль. Ярославская жел.дор.","","1","1","0","13","5","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"320","10","6","0000-00-00","12 сентября 1938г.","197","1","Украинская ССР","","1","1","0","644","113","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"321","10","6","0000-00-00","12 сентября 1938г.","197","2","г.Киев. Юго-Западная ж.д.","","1","1","0","40","16","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
"322","10","6","0000-00-00","12 сентября 1938г.","197","3","г.Одесса. Одесская ж.д.","","1","1","0","5","9","0","","0","Шапиро (нач.1-го спецотд. НКВД СССР ст.майор ГБ)","Сталин,Молотов,Жданов","1","1","1","1","1","1","1","0"
